2884 17
probeset	cond0	cond1	cond2	cond3	cond4	cond5	cond6	cond7	cond8	cond9	cond10	cond11	cond12	cond13	cond14	cond15	cond16
gene1814	248	208	230	220	208	220	208	230	195	139	195	195	195	220	220	179	179
gene1815	0	0	110	110	110	110	69	110	110	69	110	110	110	0	69	69	69
gene1816	240	69	69	139	139	161	161	161	195	110	161	179	230	208	220	208	208
gene1817	230	277	240	264	283	264	264	220	304	264	208	277	300	220	248	309	283
gene1818	256	318	283	283	264	283	283	277	277	230	271	256	264	256	240	264	256
gene1819	195	139	69	110	69	69	69	139	110	110	139	139	139	139	139	139	110
gene1820	445	456	480	460	487	466	467	477	462	516	467	474	462	472	448	477	467
gene1821	220	139	264	220	179	161	161	110	139	139	161	220	208	161	161	139	139
gene1822	195	110	110	110	110	110	139	110	179	69	110	110	161	139	139	179	195
gene1823	240	240	208	230	208	230	220	179	230	195	220	208	240	195	208	208	195
gene1824	69	110	69	69	69	110	110	110	69	0	69	0	69	110	110	69	69
gene1825	110	110	69	69	69	110	110	139	69	0	69	0	69	110	110	69	69
gene1826	240	264	220	230	277	294	289	230	283	240	289	283	289	240	271	271	277
gene1827	471	449	481	463	490	448	450	456	452	561	481	478	466	478	470	498	496
gene1828	356	248	240	289	318	326	304	318	326	304	309	304	330	326	343	330	343
gene1829	277	256	230	277	314	326	309	304	330	309	322	309	326	333	350	337	330
gene1830	289	264	240	283	333	326	322	294	337	294	309	314	326	337	333	340	347
gene1831	161	161	139	161	179	195	195	179	230	179	161	195	240	230	195	230	230
gene1832	395	433	434	414	419	397	397	437	411	449	406	416	417	429	416	439	420
gene1833	161	110	139	69	110	110	110	110	110	0	69	110	110	110	69	110	69
gene1834	248	139	195	195	179	179	179	161	195	110	161	179	195	179	179	179	179
gene1835	333	264	179	179	161	139	139	110	161	161	195	208	195	161	179	179	179
gene1836	110	195	326	300	230	208	179	110	139	179	304	277	271	220	179	139	139
gene1837	69	69	110	69	69	0	69	139	69	110	69	69	69	110	69	69	69
gene1838	474	474	487	487	485	448	450	464	461	539	482	474	462	493	457	499	478
gene1839	361	406	381	378	369	381	376	403	378	358	378	369	374	374	374	356	356
gene1840	248	240	248	271	277	304	271	294	240	220	230	208	208	256	240	195	179
gene1841	264	220	256	248	300	333	389	395	369	283	289	264	294	289	330	337	347
gene1842	256	220	240	240	230	240	248	220	248	179	240	240	264	240	230	220	230
gene1843	353	353	366	350	358	350	361	326	356	361	350	350	356	330	364	353	350
gene1844	455	378	408	428	411	436	437	403	389	474	481	428	401	429	409	378	401
gene1845	366	411	414	413	429	403	393	381	417	438	401	401	416	381	374	443	417
gene1846	330	374	353	350	371	326	309	322	369	434	358	383	376	371	337	413	393
gene1847	403	413	374	387	385	389	393	422	385	356	366	366	371	385	403	381	374
gene1848	300	195	240	220	179	161	179	161	208	248	208	208	230	208	248	248	256
gene1849	195	139	139	110	139	161	139	139	139	69	161	139	161	69	139	110	69
gene1850	230	230	256	264	271	271	256	230	271	208	208	248	277	240	240	256	220
gene1851	161	161	69	139	161	139	139	110	179	110	139	139	139	110	139	161	195
gene1852	110	179	220	195	161	161	139	179	195	161	230	220	208	161	161	110	139
gene1853	240	289	208	220	230	240	230	264	256	195	208	230	230	230	220	208	220
gene1854	475	426	447	393	361	343	350	333	333	304	318	340	353	350	340	343	356
gene1855	387	347	337	294	195	208	208	179	208	69	195	179	256	179	195	195	220
gene1856	248	139	139	161	195	195	208	139	220	230	248	271	256	208	230	240	248
gene1857	283	208	220	277	289	326	289	289	248	220	271	240	271	294	277	230	208
gene1858	161	179	179	195	220	208	208	161	240	195	208	220	240	195	195	195	220
gene1859	264	304	289	277	304	283	283	277	300	240	248	248	289	264	256	264	271
gene1860	337	358	309	326	340	333	326	283	314	283	271	283	300	300	256	300	277
gene1861	333	353	294	322	322	330	318	353	322	264	309	304	314	314	330	314	314
gene1862	139	110	139	161	179	139	110	139	139	69	0	110	139	69	69	110	69
gene1863	381	378	413	393	406	395	406	378	404	391	387	406	408	406	383	401	401
gene1864	314	248	230	208	195	195	208	195	264	208	220	256	283	240	240	230	256
gene1865	110	0	69	69	0	0	69	0	69	0	69	69	110	0	0	0	0
gene1866	195	195	264	220	179	208	179	195	179	161	230	208	208	195	179	139	161
gene1867	110	69	179	139	110	110	69	69	110	110	110	139	139	69	110	110	69
gene1868	139	110	195	179	110	110	69	69	69	110	139	139	139	69	110	69	69
gene1869	366	369	378	356	347	353	381	347	369	343	343	347	358	353	353	353	361
gene1870	309	277	300	289	304	318	309	318	300	309	304	283	300	304	283	283	277
gene1871	422	429	455	450	456	423	426	408	436	501	442	442	436	451	414	475	457
gene1872	283	309	283	271	294	277	277	256	318	300	283	309	300	248	256	309	314
gene1873	271	240	161	161	161	161	161	139	208	139	161	195	208	139	179	195	208
gene1874	314	283	161	179	179	179	161	195	220	161	208	220	220	179	220	230	248
gene1875	161	208	139	110	139	139	110	161	195	139	139	195	195	139	161	179	179
gene1876	350	366	333	340	289	300	337	419	378	337	353	304	277	304	353	356	366
gene1877	230	248	277	283	264	294	271	230	208	139	179	161	195	195	208	161	161
gene1878	289	195	161	195	195	230	230	230	208	220	294	271	256	256	240	208	220
gene1879	256	161	195	220	195	208	208	195	208	139	208	195	230	230	230	195	195
gene1880	264	277	264	289	318	318	294	289	294	277	294	283	294	294	294	300	289
gene1881	195	220	179	220	240	240	230	208	240	179	195	220	248	208	179	230	208
gene1882	264	271	208	240	230	256	248	277	264	220	256	248	230	248	256	240	248
gene1883	220	248	195	161	161	139	110	161	179	110	179	179	208	179	179	195	208
gene1884	69	110	69	0	69	69	69	0	69	0	0	69	69	69	69	0	69
gene1885	300	264	208	179	195	220	230	195	256	208	248	256	264	220	230	230	248
gene1886	195	161	139	110	110	110	110	110	179	161	179	139	110	0	110	69	139
gene1887	220	240	220	179	179	195	195	240	289	256	256	220	208	179	195	220	240
gene1888	248	283	248	248	256	248	240	220	256	195	208	230	248	195	195	240	240
gene1889	179	248	161	195	220	230	220	230	240	208	208	195	220	179	220	179	195
gene1890	179	139	161	195	139	139	139	179	179	208	195	195	179	179	179	161	161
gene1891	220	110	230	230	195	161	179	179	195	69	0	195	220	179	179	195	179
gene1892	195	110	139	139	69	110	139	69	139	0	0	110	139	110	110	110	110
gene1893	271	208	220	240	220	248	248	195	230	161	240	220	230	220	230	208	208
gene1894	318	381	283	230	240	300	289	248	220	343	419	381	356	356	340	283	294
gene1895	240	264	208	230	248	248	256	230	271	195	230	240	277	230	220	240	256
gene1896	300	326	289	277	271	283	277	322	283	264	289	283	289	283	294	277	271
gene1897	441	430	463	444	437	428	439	414	436	462	433	438	438	413	419	442	437
gene1898	479	444	454	432	447	472	475	437	436	491	491	449	442	498	438	465	472
gene1899	391	330	333	353	358	358	401	425	411	383	383	361	353	353	399	406	414
gene1900	340	333	318	314	337	337	337	340	333	289	314	318	322	322	326	309	314
gene1901	399	409	461	467	465	449	444	406	429	475	477	454	457	474	429	457	450
gene1902	406	381	337	353	374	371	353	399	401	442	414	428	419	428	419	420	419
gene1903	240	271	240	230	248	256	230	264	240	220	240	220	230	230	230	208	195
gene1904	208	195	230	161	195	195	208	179	220	110	139	195	220	69	139	179	208
gene1905	110	0	0	69	0	0	0	0	69	0	0	0	0	0	0	69	0
gene1906	110	179	256	208	139	110	69	0	69	69	179	161	179	69	0	69	69
gene1907	230	240	195	220	220	240	220	240	220	195	220	208	220	208	220	195	179
gene1908	256	264	230	220	195	220	208	240	195	139	179	161	161	195	195	139	139
gene1909	110	139	110	110	179	139	179	110	195	69	0	179	195	110	110	161	179
gene1910	179	195	179	139	139	179	208	139	179	0	110	161	161	161	139	139	161
gene1911	294	208	195	208	220	230	208	240	240	220	248	230	220	220	208	195	195
gene1912	489	485	509	488	510	482	475	474	469	567	502	487	472	500	476	509	505
gene1913	240	179	277	283	256	248	179	69	179	139	256	248	230	220	139	179	139
gene1914	447	314	358	436	445	414	353	337	358	376	376	387	374	411	378	408	426
gene1915	220	240	230	230	248	230	220	256	240	161	208	230	256	195	208	220	220
gene1916	476	437	491	458	433	430	448	439	443	506	452	456	457	473	447	474	472
gene1917	110	179	139	139	69	110	110	0	69	0	69	0	69	69	69	0	0
gene1918	110	110	0	0	69	69	69	0	0	0	0	0	69	69	69	0	0
gene1919	326	381	387	387	416	389	381	369	401	442	401	399	395	387	371	414	391
gene1920	399	436	456	444	451	432	422	411	436	504	434	443	441	455	423	461	442
gene1921	179	195	208	220	195	195	139	161	139	110	139	139	139	139	110	110	110
gene1922	417	404	419	395	399	383	374	406	371	432	411	389	378	406	406	414	419
gene1923	271	139	179	179	161	195	220	208	230	179	208	230	230	208	208	220	248
gene1924	264	179	110	139	110	110	139	139	179	110	161	179	179	179	179	179	195
gene1925	139	139	110	69	69	110	69	69	161	69	139	139	139	69	69	110	110
gene1926	161	161	139	208	230	256	264	264	283	208	179	195	230	220	248	248	240
gene1927	437	458	466	473	482	463	463	495	453	514	482	469	453	483	467	476	468
gene1928	179	161	179	195	179	220	230	195	220	139	179	195	230	256	220	208	208
gene1929	240	248	220	240	264	264	230	179	220	179	179	208	208	161	161	208	220
gene1930	309	337	353	333	326	309	326	366	322	333	326	318	318	356	350	337	347
gene1931	208	179	161	161	110	139	179	161	208	110	161	179	195	69	161	179	195
gene1932	69	69	69	110	69	69	69	69	69	0	69	0	69	0	69	0	0
gene1933	230	264	300	277	256	256	230	195	220	220	248	256	248	230	195	208	220
gene1934	337	383	383	413	414	403	381	393	343	350	369	358	347	358	356	314	289
gene1935	161	161	220	195	161	195	161	110	110	110	195	179	179	69	139	110	110
gene1936	208	195	220	161	139	161	161	110	139	110	195	195	195	69	161	139	139
gene1937	248	230	330	300	277	240	240	179	195	220	277	289	240	240	220	161	161
gene1938	264	300	289	264	277	277	289	277	300	248	283	271	294	256	264	271	283
gene1939	230	240	289	264	240	256	220	208	220	248	271	256	256	240	220	179	208
gene1940	439	442	464	456	451	422	417	403	432	510	438	442	450	462	419	476	476
gene1941	256	230	208	240	230	248	240	283	248	220	230	230	220	240	248	220	240
gene1942	374	322	322	300	330	356	361	333	369	376	369	374	369	343	361	393	399
gene1943	139	195	161	139	161	139	161	139	179	110	110	139	139	139	110	161	161
gene1944	230	277	256	248	264	271	248	240	256	220	230	230	256	208	208	240	230
gene1945	494	470	498	488	477	460	466	484	449	532	485	473	464	487	477	492	484
gene1946	326	248	240	289	300	294	289	264	277	248	283	283	277	283	277	271	283
gene1947	179	139	110	69	69	110	69	69	69	69	69	69	69	69	110	69	69
gene1948	326	411	397	383	371	347	314	277	330	264	289	283	304	264	264	340	343
gene1949	383	318	350	381	376	383	371	322	366	376	395	376	358	366	337	361	378
gene1950	69	0	69	69	0	0	0	69	0	0	0	0	69	69	69	0	69
gene1951	337	322	326	330	271	340	350	337	330	300	337	318	326	337	326	314	304
gene1952	240	220	208	230	240	256	208	220	248	220	230	230	230	240	220	230	230
gene1953	220	240	208	208	208	248	220	179	240	195	220	220	230	208	161	208	208
gene1954	161	139	161	179	139	179	179	220	161	69	161	179	179	139	161	69	110
gene1955	300	347	271	300	300	330	309	333	322	322	300	289	283	309	304	289	277
gene1956	248	264	283	264	240	271	283	248	283	240	248	248	277	220	220	256	271
gene1957	139	179	179	139	110	139	161	161	161	69	139	139	161	139	161	139	139
gene1958	304	322	340	371	403	391	387	347	376	347	326	350	358	366	343	369	347
gene1959	179	139	139	110	179	179	179	139	179	161	110	139	161	139	139	139	139
gene1960	277	300	264	264	264	294	256	230	283	277	294	277	277	264	230	248	248
gene1961	428	438	425	434	437	408	409	442	416	514	448	439	430	461	439	462	455
gene1962	264	271	289	264	220	277	294	256	294	271	289	294	289	248	277	294	300
gene1963	110	110	69	110	69	110	69	69	0	0	0	0	69	110	69	69	0
gene1964	444	437	470	445	444	432	443	438	425	487	456	443	433	455	439	447	445
gene1965	161	220	220	220	208	208	161	161	208	179	195	179	179	161	139	161	139
gene1966	220	271	248	230	240	248	240	179	248	208	208	220	230	220	179	230	230
gene1967	220	271	230	208	161	195	161	161	195	161	208	195	220	161	179	195	220
gene1968	179	195	110	161	139	179	161	179	161	69	110	139	139	139	161	139	161
gene1969	283	318	195	271	195	304	289	283	289	304	330	264	256	271	309	277	256
gene1970	208	230	161	264	277	277	240	264	220	179	220	240	271	271	271	230	220
gene1971	230	230	264	208	139	195	195	161	195	139	230	230	208	110	161	161	179
gene1972	220	248	208	220	230	220	230	220	240	195	230	230	240	179	208	195	230
gene1973	179	161	161	195	139	161	179	179	161	110	179	161	179	139	179	139	161
gene1974	434	451	447	430	444	416	403	441	429	493	448	452	429	432	420	433	433
gene1975	411	432	423	437	457	436	423	385	439	484	454	444	434	434	395	458	449
gene1976	333	387	318	326	337	314	289	248	353	330	300	340	343	309	289	364	361
gene1977	264	300	230	294	271	256	300	304	277	220	283	271	277	240	271	248	240
gene1978	429	397	455	420	401	399	417	406	403	428	416	433	426	442	403	422	408
gene1979	139	69	110	69	69	69	110	69	110	0	69	110	139	69	69	110	110
gene1980	161	208	195	230	195	208	220	195	240	179	240	240	256	220	179	240	230
gene1981	208	240	271	277	220	220	208	208	195	195	271	264	248	230	208	179	179
gene1982	460	422	469	433	408	422	433	406	411	514	457	438	436	448	420	462	456
gene1983	488	473	516	486	515	477	493	487	474	551	505	492	473	512	474	507	507
gene1984	179	358	399	326	277	314	264	230	208	314	381	337	309	304	271	220	220
gene1985	240	240	179	195	220	230	220	220	277	264	271	264	271	230	230	277	289
gene1986	264	314	309	304	289	309	283	256	304	277	283	283	283	294	264	289	264
gene1987	179	179	179	220	195	220	208	208	208	179	208	208	220	195	220	195	179
gene1988	240	256	208	256	309	322	333	376	343	277	264	264	300	314	337	347	340
gene1989	69	69	0	110	139	195	208	240	208	69	110	110	161	161	161	161	161
gene1990	248	264	220	195	139	208	230	208	230	161	220	208	240	208	195	195	208
gene1991	139	69	110	110	110	110	139	139	110	69	110	110	110	161	110	110	110
gene1992	195	230	264	271	220	230	230	220	240	208	248	248	277	208	208	208	208
gene1993	385	376	387	387	401	371	387	376	371	425	403	383	385	387	361	389	447
gene1994	376	383	369	387	371	361	369	333	369	330	389	361	378	383	330	376	428
gene1995	220	220	139	161	139	139	139	110	179	110	161	139	139	110	110	139	139
gene1996	414	411	391	420	423	397	404	425	387	445	422	404	397	420	399	417	457
gene1997	283	300	248	271	264	289	277	314	277	230	277	264	256	289	283	256	271
gene1998	256	289	318	369	401	423	416	406	409	374	381	361	403	419	408	425	403
gene1999	385	401	404	436	422	429	403	376	389	401	419	383	393	429	393	406	387
gene2000	230	195	110	139	139	139	110	69	139	110	110	110	139	69	110	139	139
gene2001	277	347	300	304	294	283	283	289	309	277	294	294	309	240	283	300	304
gene2002	417	442	397	422	433	414	414	442	409	452	428	422	409	422	430	437	426
gene2003	110	0	69	69	0	69	69	0	110	0	0	110	139	0	0	69	69
gene2004	277	264	264	256	256	314	304	248	271	248	318	264	271	309	230	248	240
gene2005	161	208	277	248	208	195	179	161	139	139	220	208	208	139	139	69	69
gene2006	347	347	395	374	337	350	318	318	289	289	356	333	333	347	322	256	256
gene2007	432	443	450	433	473	428	428	414	426	532	457	451	432	434	409	471	465
gene2008	277	271	264	264	256	283	326	289	337	264	264	248	256	256	264	300	283
gene2009	208	248	208	230	271	264	230	195	256	195	195	220	240	208	220	248	220
gene2010	69	110	69	69	69	69	69	69	69	0	69	69	69	69	69	69	69
gene2011	208	195	139	195	195	208	208	240	195	110	139	195	208	208	208	179	179
gene2012	419	408	452	428	425	411	422	426	414	475	432	425	419	441	420	439	430
gene2013	409	425	449	430	439	430	439	442	432	462	438	433	417	437	432	428	413
gene2014	326	369	337	343	314	326	318	289	330	289	314	314	318	304	271	326	322
gene2015	347	389	371	353	364	353	340	340	385	383	369	371	364	353	347	376	366
gene2016	314	383	314	350	333	343	347	364	330	271	294	300	314	318	326	304	289
gene2017	277	322	264	277	277	289	277	294	300	256	283	283	300	277	283	277	277
gene2018	161	220	139	161	195	230	208	256	220	179	161	179	179	195	208	179	179
gene2019	220	110	161	161	110	139	139	110	69	0	110	110	110	139	139	69	110
gene2020	0	0	0	0	0	0	0	0	110	69	69	69	69	0	69	110	110
gene2021	208	161	161	240	277	264	208	220	300	248	240	248	256	208	208	271	294
gene2022	369	425	374	385	397	399	406	428	389	361	366	364	376	391	404	383	376
gene2023	387	422	343	371	356	381	385	413	374	358	371	364	366	378	385	378	371
gene2024	248	195	195	179	161	208	208	195	208	69	161	179	195	179	161	179	220
gene2025	220	208	230	208	179	220	230	208	230	139	195	220	230	195	195	195	195
gene2026	318	179	179	195	161	179	139	110	161	161	230	220	220	208	208	195	220
gene2027	195	264	283	309	330	304	300	240	343	356	337	347	314	271	277	322	309
gene2028	179	256	318	256	195	179	139	139	208	264	264	240	208	195	179	179	195
gene2029	208	256	326	283	220	208	179	179	208	256	264	256	220	230	179	179	161
gene2030	256	289	208	256	264	294	283	309	289	240	264	256	271	264	289	264	264
gene2031	230	271	195	248	271	283	264	277	277	230	220	264	277	248	283	264	248
gene2032	353	391	340	366	361	358	356	389	364	358	353	366	358	353	358	356	347
gene2033	208	230	300	264	230	264	248	208	208	220	248	240	240	230	208	161	161
gene2034	371	364	356	350	343	361	340	340	343	333	358	326	314	369	326	333	326
gene2035	264	289	283	256	277	271	264	289	283	248	256	271	277	264	271	264	256
gene2036	220	208	139	240	277	283	240	256	230	230	264	248	240	240	256	230	230
gene2037	264	240	271	264	220	309	376	387	381	304	314	289	289	318	337	356	350
gene2038	230	110	139	179	195	230	208	230	264	195	248	240	248	220	230	248	277
gene2039	69	69	69	69	0	0	0	0	0	0	0	0	69	69	0	69	69
gene2040	256	220	110	110	110	110	110	139	139	110	179	179	195	161	195	179	179
gene2041	408	397	294	283	283	300	289	326	309	277	300	289	294	294	300	294	304
gene2042	220	208	179	139	139	161	139	139	195	161	161	208	220	139	161	161	139
gene2043	395	385	430	387	374	364	378	371	393	449	409	414	399	389	376	393	399
gene2044	139	139	110	179	208	277	309	322	304	179	208	208	264	248	277	283	277
gene2045	304	294	309	403	420	436	397	353	318	230	289	340	374	408	383	340	314
gene2046	110	240	277	326	337	322	271	208	195	110	161	195	230	195	208	220	208
gene2047	195	230	161	195	195	179	179	220	240	240	208	179	161	195	179	195	179
gene2048	383	369	294	309	300	326	353	391	369	353	364	347	333	318	333	333	333
gene2049	429	385	304	404	395	409	397	420	369	343	376	350	356	378	409	389	401
gene2050	283	350	397	401	374	353	366	361	391	422	389	385	369	337	294	309	371
gene2051	161	161	110	110	110	110	69	69	69	0	69	69	69	0	0	0	69
gene2052	179	208	161	139	139	139	139	110	139	69	139	110	110	139	110	110	139
gene2053	277	304	240	271	271	277	277	294	264	220	256	248	240	248	264	240	230
gene2054	374	376	361	366	356	361	347	376	356	361	374	371	350	347	358	347	347
gene2055	230	208	139	161	139	179	161	195	179	69	161	161	161	110	161	161	161
gene2056	277	264	240	220	161	248	271	240	289	271	277	289	300	271	240	277	289
gene2057	220	161	110	161	139	179	195	139	179	69	179	161	179	179	161	179	195
gene2058	220	208	195	195	139	179	161	110	161	139	179	161	161	110	139	139	139
